ID,Timestamp,Avg_rating,Total_answers,Total_ratings,Answer,Num_options,Question,OptionA,OptionB,OptionC,OptionD,OptionE,Explanation,Tags
7402727,15/10/2025 23:42,0,0,0,B,5,"<p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int Change (int a)&nbsp;</span><span style=""font-family: 'courier new', courier, monospace;"">{</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp;return a * 2;&nbsp;</span><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main (void)&nbsp;</span><span style=""font-family: 'courier new', courier, monospace;"">{</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;int a = 2;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;int b;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;a = Change ( a );</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp;b = Change ( Change ( a ) );&nbsp;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">printf (""Result = %d %d\n"", a, b);</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">return 0;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>2 16</p>,<p>4 16</p>,<p>4 8</p>,<p>2 8</p>,<p>8 16</p>,"<p>Initially variable a is set to 2. When the function Change (a) is performed, a changes to 4. Now b = Change (4), which results in a value of 16 when the function is run again.<br /><br />a = 4, b = 16</p>",-
7402728,15/10/2025 23:43,3,1,1,C,5,"<p>What is the output of this code?</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">#define A 3 + 1</span><br /><span style=""font-family: 'courier new', courier, monospace;"">#define B 5</span><br /><span style=""font-family: 'courier new', courier, monospace;"">#define C 2 * 3</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int x, y;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; x = A * B;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; y = B + C;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; printf(""%d %d"", x, y);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p>",<p>8 10</p>,<p>20 11</p>,<p>8 11</p>,<p>20 10</p>,<p>Error</p>,"<p><span style=""font-family: 'courier new', courier, monospace;"">x = A * B</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">x = 3 + 1 * 5</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">x = 3 + 5</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">x = 8</span></p><p><span style=""font-family: arial, helvetica, sans-serif;"">There are no brackets around 3 + 1 therefore the order of operations is 1 * 5 then 3 + 5.</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">y = B + C</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">y = 5 + 2 * 3</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">y = 11</span></p><p><span style=""font-family: arial, helvetica, sans-serif;"">Simple arithmetic.</span></p>","Arithmetic, Order of operations"
7402729,15/10/2025 23:44,3,2,1,C,5,"<p>Given a function that returns the position of the smallest value in an array, of the following for loop options, which will make the code work as intended?<br /><br />#include &lt;stdio.h&gt;<br /><br /></p><p>int MinimumIndex (int* arr, int arrSize)</p><p>{</p><p>&nbsp;</p><p>&nbsp; &nbsp; int minIndex = 0;</p><p>&nbsp; &nbsp; int minValue = arr[0];</p><p>&nbsp;</p><p>&nbsp; &nbsp; ???&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;if (arr[i] &lt; minValue) {</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;minValue = arr[i];</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;minIndex = i;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;}</p><p>&nbsp; &nbsp; &nbsp;}</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp;return minIndex;</p><p>&nbsp;</p><p>}</p>",<p>for (int i = 0; i &lt; arrSize - 1; i++) {</p>,<p>for (int i = 1; i &lt; arrSize - 1; i++) {</p>,<p>for (int i = 1; i &lt; arrSize; i++) {</p>,<p>for (int i = 0; i &lt; arrSize + 1; i++) {</p>,<p>None of the options are correct</p>,"<p>The correct option is C), because both variables minIndex and minValue are already initialized using the element at index 0 (arr[0]). Thus rechecking index 0 is unnecessary and instead the loop can start by checking the following element at index 1. Arrays are 0 indexed in C meaning we only need to loop through the array normally, hence why the condition i &lt; arrSize is appropriate.&nbsp;</p><p>&nbsp;</p><p>Option A) is incorrect because the condition i &lt; arrSize - 1 will always complete before the final index which means that any potential minimum values will be missed.</p><p>&nbsp;</p><p>Option B) is incorrect much for the same reason since it misses the last element of the array.</p><p>&nbsp;</p><p>Option D) is incorrect because it causes an array access violation since it attempts to access an element that does not exist.</p><p>&nbsp;</p><p>Option E) is incorrect because there is an fact a correct option!</p>","Arrays, Loops, Reading the Index Properly, For loops"
7402731,15/10/2025 23:45,0,0,0,B,5,"<p>Take the following code, the function 'ArrayChecker' takes two inputs, the first being some array, and the second being the length of the array.<br /><br />#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int ArrayChecker(int array[], int length) {</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp;int index = -1;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp;for (int i = 0; i &lt; length; i++) {</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; if (array[i] == 6 &amp;&amp; array[i+1] == 7) {</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;index = i;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; }<br />&nbsp; &nbsp; &nbsp;}<br />&nbsp; &nbsp; &nbsp;return index;<br />}</p><p>&nbsp;</p><p>int main(void) {</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp;int array[10] = { 1, 5, 4, 9, 6, 7, 4, 2 ,6 ,6 };<br />&nbsp; &nbsp; &nbsp;int x = 10;<br />&nbsp; &nbsp; &nbsp;int index = ArrayChecker(array, x);<br />&nbsp; &nbsp; &nbsp;printf(""%d"", index);</p><p>&nbsp;</p><p>}</p><p>&nbsp;</p><p>What does this code do, and, if the 'main' function was run, what would be printed to the console?</p><p>&nbsp;</p>","<p>The function finds and prints the index of the last occurring 6, when 7 follows it.&nbsp;<br />In this case, it prints '5'.</p>","<p>The function finds and prints the index of the last occurring 6, when 7 follows it.<br />In this case, it prints '4'.</p>","<p>The function finds and prints the index of the first occurring 6, when 7 follows it.<br />In this case, it prints '5'.</p>","<p>The function finds and prints the index of the first occurring 6, when 7 follows it.<br />In this case, it prints '4'.</p>","<p>The function finds and prints the index of the first occurring 6, when 7 follows it.<br />In this case, it prints '-1'.</p>","<p>In the case of the 'main' function being run, the first time the 'if' statement is triggered is when i = 4.<br />The 4th index of the array is 6, and the one after it, the 5th, is 7. This fulfills the 'if' statement, and saves the index (which is i) as 4.<br />In this case, this is the only 67, so the output is 4.</p><p><br />If the case where that there was another 67 in the array, the 'if' statement would be fulfilled again, and the index (which is i) will be re-updated.</p>","Arrays, For loops, Incrementation, Indexing"
7402732,15/10/2025 23:45,3.6,8,5,B,4,"<p>What output is produced by the following code?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>int main() {<br />int a, b;<br />double c;</p><p>a = 7 / 2;<br />b = 10 % 4;<br />c = (double)a / b;</p><p>printf(""Result = %.2f"", c);<br />return 0;<br />}</p>",<p>1.75</p>,<p>1.5</p>,<p>2.0</p>,<p>3.5</p>,,"<p>In this program:</p><p>a = 7 / 2;<br />Both 7 and 2 are integers, so integer division is performed.<br />The result is 3, not 3.5.</p><p>b = 10 % 4;<br />The remainder of 10 divided by 4 is 2.</p><p>c = (double)a / b;</p><p>&nbsp;a (which is 3) is first converted to a double &rarr; 3.0 / 2 = 1.5.</p><p>The printf uses ""%.2f"" which rounds to two decimal places.</p><p>Hence, the output is:<br />Result = 1.50</p>","output formatting, Modulus, printf function, Variable Types"
7402738,15/10/2025 23:48,0,0,0,D,5,"<p>#include &lt;stdio.h&gt;<br />int coolFunc(int a[], int b[], int A, int B)<br />{<br />&nbsp; &nbsp; &nbsp;A = b[1] + 1;<br />&nbsp; &nbsp; &nbsp;B = a[2] + 1;</p><p>&nbsp; &nbsp; &nbsp;a[2] = a[3] + B;<br />&nbsp; &nbsp; &nbsp;b[2] = b[0] + A;</p><p>}</p><p>int main(void){</p><p>&nbsp; &nbsp; &nbsp;int arrayA[4] = {2, 3, 6, 7};</p><p>&nbsp; &nbsp; &nbsp;int arrayB[4] = {4, 1, 1, 5};</p><p>&nbsp; &nbsp; &nbsp;coolFunc(arrayA, arrayB, arrayA[0], arrayB[0]);</p><p>&nbsp; &nbsp; &nbsp;printf[""Result: %d %d"", arrayA[2], arrayB[2]];</p><p>&nbsp; &nbsp; &nbsp;return 0;</p><p>}</p>",<p>16 9</p>,<p>13 6</p>,<p>9 11</p>,<p>14 6</p>,<p>11 6</p>,<p>From the given array values:</p><p>A = 1 + 1 = 2</p><p>B = 6 + 1 = 7</p><p>a[2] = 7 + 7 = 14</p><p>b[2] = 4 + 2 = 6</p>,"Arithmetic, Arrays, pointers"
7402739,15/10/2025 23:48,3,3,1,B,5,"<p><img src=""https://i.imgur.com/C1MWg0S.png"" alt="""" width=""440"" height=""355"" /></p><p>&nbsp;</p><p>What would be printed</p>",<p>65</p>,<p>66</p>,<p>67</p>,<p>68</p>,<p>69</p>,<p>Note that it is a dual for loop</p>,"Arrays, For loops, If Statements"
7402740,15/10/2025 23:49,4,2,1,B,4,"<p><span style=""font-family: 'courier new', courier, monospace;"">void Update(int x, int *y) {<br />x = x + 5;<br />*y = *y + 5;<br />printf(""Inside function: x = %d, *y = %d\n"", x, *y);<br />}</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">int a = 10;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">int b = 10;</span></p><p><br /><span style=""font-family: 'courier new', courier, monospace;"">Update(a, &amp;b);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">printf(""In main: a = %d, b = %d\n"", a, b);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">Inside function: x = 15, *y = 15</span><br /><span style=""font-family: 'courier new', courier, monospace;"">In main: a = 15, b = 15</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">Inside function: x = 15, *y = 15</span><br /><span style=""font-family: 'courier new', courier, monospace;"">In main: a = 10, b = 15</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">Inside function: x = 15, *y = 15<br />In main: a = 15, b = 10</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">Inside function: x = 15, *y = 10<br />In main: a = 10, b = 10</span></p>",,"<p>The correct answer is B because inside the function, the value of x increases by 5. However, that only changes the copy of the variable, not the original one from main(). That is why a in main() stays 10. However, the pointer y was given the address of b, so when we change *y inside the function, we actually change the real value of b that exists in main(). That is why b becomes 15 both inside and outside the function.</p><p>The other answers are wrong because they assume that changing x also changes a, but that&rsquo;s not true because they are stored in different memory locations. The function can only change the original variable when it has been given its address through a pointer. That&rsquo;s the big difference between passing by value and passing by reference.</p>","Pass by Value, pointers, printf function, Pass by Reference"
7402744,15/10/2025 23:51,4,1,1,D,4,"<p>What will be outputted when the program is ran ?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void) {</p><p><br />&nbsp; &nbsp; &nbsp; int a = 2, b = 3, c = 0;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; if (a++ &gt; 2 &amp;&amp; ++b &gt; 3)<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; c = a + b;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; else if (a &gt; 2 || b++ &gt; 3)<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;c = a + b + 1;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; printf(""%d %d %d\n"", a, b, c);<br />&nbsp; &nbsp; &nbsp; return 0;<br />}</p>",<p>2 3 6</p>,<p>3 4 8</p>,<p>3 4 7</p>,<p>3 3 7</p>,,"<p>In the first if statement ,&nbsp;a++ &gt; 2 ( gives false as we compare ( 2 &gt; 2 ). 'a' also becomes 3 ) .&nbsp; &nbsp; &nbsp;++b &gt; 3 is not run because of the short circuit from &amp;&amp;. Thus the first if statement fails .</p><p>&nbsp;</p><p>In the second elseif statement ,&nbsp; a &gt; 2 ( returns true as ( 3 &gt; 2 ) ).&nbsp; &nbsp; &nbsp;b++ &gt; 3 ( is skipped as&nbsp;|| short circuits )</p><p>&nbsp;</p><p>Thus&nbsp;c = a + b + 1</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; = 3 + 3 + 1</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; = 7</p>","Conditional logic, If Statements, Incrementation"
7402745,15/10/2025 23:51,0,1,0,A,5,"<p>What is the output for the following code:</p><p>&nbsp;</p><p>#define _CRT_SECURE_NO_WARNINGS<br />#include &lt;stdio.h&gt;</p><p>int main(void){<br />&nbsp; &nbsp; &nbsp; &nbsp; int i;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; int a[] = {5,4,3,2,1,9};<br />&nbsp; &nbsp; &nbsp; &nbsp; int size = 6;</p><p><br />&nbsp; &nbsp; &nbsp; &nbsp; int b = a[0];</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; for(i = 0; i &lt; size - 1; i++ ){</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;if(a[i]&gt;b){</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;b=a[i];<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;}<br />&nbsp; &nbsp; &nbsp; &nbsp; }<br />&nbsp; &nbsp; &nbsp; &nbsp; print(""%d"" , b);<br />&nbsp; &nbsp; &nbsp; &nbsp; return 0;<br />}</p>",<p>5</p>,<p>9</p>,<p>1</p>,<p>3</p>,<p>An error will occur</p>,"<p>This is a classic finding the maximum element in an array problem.&nbsp;</p><p>Looks simple, but the loop iterates through all the elements EXCEPT 9.</p><p>Therefore the maximum number in the array is 5.</p><p>&nbsp;</p>","Arrays, Compiler, Conditional logic, Loops, For loops"
7402746,15/10/2025 23:51,3.5,4,4,D,5,"<p>What is the expected output of this program?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;<br />#define _CRT_SECURE_NO_WARNINGS</p><p>&nbsp;</p><p>void addToArray(int* arr, int a, int d) {<br />&nbsp; &nbsp; &nbsp; for (int i = 0; i &lt; a; i++) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; arr[i] += d;<br />&nbsp; &nbsp; &nbsp; }<br />}</p><p>&nbsp;</p><p>int main() {<br />&nbsp; &nbsp; &nbsp; int arr[6] = { 1, 2, 3, 7, 8, 7 };<br />&nbsp; &nbsp; &nbsp; int a = 1;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; addToArray(arr, 5, a);</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; printf(""Modified Array: "");<br />&nbsp; &nbsp; &nbsp; for (int i = 0; i &lt; 6; i++) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; printf(""%d "", arr[i]);<br />&nbsp; &nbsp; &nbsp; }<br />&nbsp; &nbsp; &nbsp; printf(""\n"");<br />&nbsp; &nbsp; &nbsp; return 0;<br />}</p>",<p>Modified Array:&nbsp;1 2 3 8 9</p>,<p>Modified Array:&nbsp;1 2 3 8 9 8</p>,<p>Modified Array:&nbsp;1 2 3 7 8 7</p>,<p>Modified Array: 2 3 4 8 9 7</p>,<p>Modified Array:&nbsp;2 3 4 8 9 8</p>,"<p>The function addToArray() adds the integer <strong>d</strong> containing the value of 1 to the first 5 elements of the array.</p><p>Starting from <strong>{1, 2, 3, 7, 8, 7}</strong>, adding 1 to the first five elements gives <strong>{2, 3, 4, 8, 9, 7}</strong>.</p><p>The last element remains unchanged as the function is called with <strong>addToArray(arr, 5, a);</strong>&nbsp;as opposed to <strong>addToArray(arr, 6, a);</strong>&nbsp;which would have cycled through the whole array.</p>","Arrays, Local and Main Functions, Loops, pointers, Pass by Reference"
7402747,15/10/2025 23:45,3.5,6,4,C,5,"<p>What is the output to the following piece of code?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>int main()<br />{<br />&nbsp; &nbsp; int a = 160;<br />&nbsp; &nbsp; int count = 0;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; while (a != 1) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; if (a % 2 == 0) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; a = a/2;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; } else {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; a = 3*a + 1;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; count = count/2;<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; }<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; count++;<br />&nbsp; &nbsp; &nbsp; &nbsp; }<br />&nbsp; &nbsp; printf(""%d"", count);<br />&nbsp; &nbsp; return 0;<br />}</p>",<p>8</p>,<p>7.5</p>,<p>7</p>,<p>0</p>,<p>Error</p>,<p>Remember that int values are rounded down when divided as to leave no decimal place.</p><p>The following iterations happens during the while loop:</p><p>a&nbsp; &nbsp; &nbsp; &nbsp; count</p><p>160&nbsp; &nbsp; 0</p><p>80&nbsp; &nbsp; &nbsp; 1</p><p>40&nbsp; &nbsp; &nbsp; 2</p><p>20&nbsp; &nbsp; &nbsp; 3</p><p>10&nbsp; &nbsp; &nbsp; 4</p><p>5&nbsp; &nbsp; &nbsp; &nbsp; 5</p><p>16&nbsp; &nbsp; &nbsp; 5/2 + 1 = 3</p><p>8&nbsp; &nbsp; &nbsp; &nbsp; 4</p><p>4&nbsp; &nbsp; &nbsp; &nbsp; 5</p><p>2&nbsp; &nbsp; &nbsp; &nbsp; 6</p><p>1&nbsp; &nbsp; &nbsp; &nbsp; 7</p>,"Arithmetic, While loops, If Statements, Variable Types"
7402748,15/10/2025 23:52,4,2,1,A,4,"<p>What would be the correct output for the following code?</p><p><br />#include &lt;stdio.h&gt;</p><p><br />int main(void) {<br />&nbsp; &nbsp; &nbsp;char ch = 'd';<br />&nbsp; &nbsp; &nbsp;int a = 2, b = 2;<br />&nbsp; &nbsp; &nbsp;int sum = a + b;&nbsp;<br />&nbsp; &nbsp; &nbsp;char *p = &amp;ch;<br /><br /></p><p>&nbsp; &nbsp; &nbsp;*p = *p + sum;&nbsp;<br />&nbsp; &nbsp; &nbsp;sum = *p - 'c';&nbsp;<br />&nbsp; &nbsp; &nbsp;*p = *p - sum;&nbsp;<br /><br /></p><p>&nbsp; &nbsp; &nbsp;printf(""%c %d %d"", ch, ch, sum);<br />&nbsp; &nbsp; &nbsp;return 0;<br />}</p>",<p>c 99 5</p>,<p>d 100 4</p>,<p>e 101 5</p>,<p>h 104 4</p>,,"<p>'d' has ASCII value 100. The sum will be 2+2=4, we then add this to ch and get 'h' (ASCII 104). Sum is then updated by subtracting 'c' from 'h', ie. 104-99=5. We then subtract this sum from ch, ie. ch= 'h'-5= 104-5= 99 = 'c'. Therefore, &nbsp;answer is ch= c, ASCII= 99, sum= 5.</p>","Arithmetic, easy, pointers"
7402750,15/10/2025 23:52,3.5,9,6,D,5,"<p>What output is produced by the following code?</p><p>&nbsp;</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;<br />int main(void) {<br />int flag = 0;<br />int done = 1;</p><p>if (!flag &amp;&amp; done) {<br />flag = 1;<br />} else if (flag) {<br />done = 0;<br />} else {<br />done = -1;<br />}</p><p>printf(""Result: %d %d"", flag, done);<br />return 0;<br />}</p>",<p>Result: 0 1</p>,<p>Result: 0 -1</p>,<p>Result: 1 0</p>,<p>Result: 1 1</p>,<p>Result: 1 -1</p>,"<p>Initially, flag is equal to 0 and done is equal to 1. The condition (!flag &amp;&amp; done) is true as (!0 &amp;&amp; 1) is equivalent to 1 &amp;&amp; 1. Hence, the if block runs and sets flag 1. else if and else parts are skipped. Thus, the final output if the solution is Result: 1 1</p>","Language Understanding, easy, If Statements"
7402755,15/10/2025 23:55,3,1,1,E,5,"<p>What will be printed after running this code?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;<br /><br /></p><p>int main(void)<br />{<br />int i, sum = 0;</p><p>for (i = 1; i &lt;= 5; i++) {<br />if (i % 2 == 0)<br />sum += i;<br />else<br />sum -= i;<br />}</p><p>printf(""%d\n"", sum);<br />return 0;<br />}</p>",<p>15</p>,<p>5</p>,<p>-5</p>,<p>0</p>,<p>-3</p>,<p>1. In the loop var i goes from 1 - 5<br />sum = 0</p><p>i = 1 (odd): sum = 0 &ndash; 1 = &ndash;1</p><p>i = 2 (even): sum = &ndash;1 + 2 = 1</p><p>i = 3 (odd): sum = 1 &ndash; 3 = &ndash;2</p><p>i = 4 (even): sum = &ndash;2 + 4 = 2</p><p>i = 5 (odd): sum = 2 &ndash; 5 = &ndash;3</p>,"Arithmetic, Loops, For loops, Modulus, If Statements"
7402757,15/10/2025 23:55,0,1,0,A,4,"<p>what is the value of z?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void)</p><p>&nbsp;</p><p>{</p><p>&nbsp; &nbsp; int a = 6;</p><p>&nbsp; &nbsp; int b = 4;</p><p>&nbsp;</p><p>&nbsp; &nbsp; int x = a * b;</p><p>&nbsp; &nbsp; int y = x / 5;</p><p>&nbsp;</p><p>&nbsp; &nbsp; int z = x - y</p><p>&nbsp;</p><p>&nbsp; &nbsp; printf(""The value of z is: %d\n"", z);</p><p>&nbsp;</p><p>&nbsp; &nbsp; return 0;</p><p>}</p><p>&nbsp;</p>",<p>The value of z is: 20</p>,<p>The value of z is: 19</p>,<p>The value of z is: 19.2</p>,<p>The value of z is: 24</p>,,<p>x = 24</p><p>y = 4</p><p>z = 20</p>,-
7402758,15/10/2025 23:57,3,2,1,D,5,"<p>&nbsp;</p><p>int x = 10;<br />int *p;<br />p = &amp;x;<br />*p = 25;<br />printf(""%d"", x*5);<br /><br />what will the code print?</p>",<p>10</p>,<p>250</p>,<p>5</p>,<p>125</p>,<p>50</p>,"<p>p is a pointer to the address of x, so the code changes the address of x to 25. the code will print 125</p>","pointers, printf function"
7402759,15/10/2025 23:57,0,0,0,A,5,"<p>What is the output of the following code?</p><p>&nbsp;</p><p>double a = 3.6;<br />int b = (int)(a + a);<br />int c = (int)a + (int)a;<br />printf(""Result = %d %d"", b, c);</p>",<p>7 6</p>,<p>7 7</p>,<p>6 6</p>,<p>7.2 6</p>,<p>7.2&nbsp;7.2</p>,"<p>7.2 truncates to 7. So&nbsp;int b = (int)(a + a); a + a = 3.6 + 3.6 = 7.2, and therefore 7.2 becomes 7.</p><p>&nbsp;</p><p>For&nbsp;int c = (int)a + (int)a; (int)a = (int)3.6 = 3</p><p>Therefore 3 + 3 = 6, and c - 6.</p><p>&nbsp;</p><p>So the final output is 7 6.</p><p>&nbsp;</p>","intergers with double, Order of operations, Variable Types"
7402761,15/10/2025 23:58,3,5,3,D,5,"<p>What is the expected output of the following code.<br /><br />int main(void)<br />{<br />int i;<br />int sum = 0;</p><p>while (i &lt;= 5){<br />if (i % 2 == 0) {<br />sum += i;<br />}<br />i++;<br />}</p><p>printf(""%d"", sum);<br />return 0;<br />}</p>",<p>6</p>,<p>9</p>,<p>error: expected &lsquo;;&rsquo; before &lsquo;{&rsquo;</p>,<p>uninitialized local variable 'i' used</p>,<p>0</p>,"<p>Because 'i' is not initialized before being used in the while condition, the variable contains a garbage value, and so the code will not work as intended and will send a warning treated as an error.&nbsp;</p>",-
7402762,15/10/2025 23:58,4.4,6,5,C,5,"<p>The short snippet of code below is designed to create a 4 by 4 grid of A's and B's.</p><p>for example: AAAA</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;BBBB</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;AAAA</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;BBBB</p><p>int i, j;</p><p>&nbsp;</p><p>for (i = 0; i &lt; 4; i++) {<br />&nbsp; for (j = 0; j &lt; 4; j++) {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; if (i + j == 3)</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; printf(""A"");<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;else</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; printf(""B"");</p><p>}<br />&nbsp; &nbsp; printf(""\n"");<br />}</p><p>What is the 4x4 grid output of the code above.</p>",<p>BBBB</p><p>BBBB</p><p>BBBB</p><p>AAAA</p>,<p>BBBB</p><p>BBBA</p><p>BBAB</p><p>BABB</p>,<p>BBBA</p><p>BBAB</p><p>BABB</p><p>ABBB</p>,<p>ABBB</p><p>BABB</p><p>BBAB</p><p>BBBA</p>,<p>AAAA</p><p>BBBB<br />BBBB<br />BBBB</p>,"<p>The condition, i + j == 3, makes it so the row index and the col index add to 3. As both I and J start at 0, the locations of the A's will be (0,3), (1,2), (2,1), and (3,0), which is seen in answer C.&nbsp;</p>","Arrays, Conditional logic, Loops, For loops, If Statements"
